composite_id,display_name,sort_order,is_author,is_editor,is_contributor,is_translator,is_organisation,display_norm,last,first,single,original_entry,verification_notes
fremdsprachige_720_29_38,"PHILIPPE, Charles Louis",1,True,False,False,False,False,"philippe, charles louis",PHILIPPE,Charles Louis,,"PHILIPPE, Charles Louis
Charles Blanchard. Fragment. Übertragen von Wilhelm Südel und Friedrich Burschell. Leipzig Insel 1922. 155 S. OBrosch. Dt. EA",
griechenland_79_4_10,Magda Kerenyi,1,False,True,False,False,False,magda kerenyi,Kerenyi,Magda,,"KERENYI, Karl
Wege und Weggenossen 1. München Langen Müller 1985. 483 S. Herausgegeben von Magda Kerenyi .OLn.m.OU. Neuwertig.",
griechenland_82_4_10,"KNAPP, Robert",1,True,False,False,False,False,"knapp, robert",KNAPP,Robert,,"KNAPP, Robert
Pilger, Priester und Propheten. Alltag und Religionen im Römischen Reich. A. d. Engl. Mit Abb. Stuttgart Klett-Cotta 2017. 348 S. OPbd. m. OU.",missing_person: The entry indicates a translation from English ('A. d. Engl.') but no translator name is given.
griechenland_84_4_10,"KORNEMANN, Ernst",1,True,False,False,False,False,"kornemann, ernst",KORNEMANN,Ernst,,"KORNEMANN, Ernst
Geschichte der Spätantike. Herausgegeben von Hermann Bengtson. München Beck 1978. 352 S. bsr.","The format abbreviation 'bsr.' is not a standard cataloging notation in the common lists; it may stand for 'broschiert' or a similar binding type, but the expansion is uncertain and has been left as-is. Additionally, 'Beck' in Munich publishes a series 'Beck'sche Reihe' (bsr.) which could indicate a series rather than a format — this ambiguity requires human verification."
philosophie_230_10_24,"Kohut, Adolph",1,True,False,False,False,False,"kohut, adolph",Kohut,Adolph,,"MENDELSSOHN
Moses Mendelssohn und seine Familie. Eine Festschrift zum 100 jährigen Todestages von …am 4. Januar 1886. von Adolph Kohut. Dresden Pierson 1886. 149 S. Mit einem Porträt von Mendelssohn in Lichtdruck. OHln.",The subtitle contains an ellipsis ('von …am 4. Januar 1886') indicating an incomplete reference — the name 'Moses Mendelssohn' was likely intended to appear there but is missing in the original entry. The author Adolph Kohut is clearly stated later in the entry. missing_person flag set due to the ellipsis in the subtitle where a name was expected.
philosophie_242_10_24,"NOLL, Peter",1,True,False,False,False,False,"noll, peter",NOLL,Peter,,"NOLL, Peter
Diktate über Sterben und Tod mit Totenrede von Max Frisch. Zürich Pendo 1983. 358 S. OBrosch.",
bibliophile_32_2_10,RENE D'ANJOU,1,True,False,False,False,False,rene d'anjou,D'ANJOU,RENE,,"RENE D´ANJOU
Vom liebentbrannten Herzen. Eingeleitet und erläutert von Franz Unterkircher. Graz ADEVA 1975. Mit 13 S. Text und 16 ganzs. farbigen Abbildungen. OLn. in Schuber. Neuwertig.","The accent in 'D´ANJOU' (grave accent used as apostrophe) was normalized to a standard apostrophe in display_name: ""RENE D'ANJOU"". Franz Unterkircher is listed as the introducer and annotator ('Eingeleitet und erläutert von'), catalogued here as editor."
buch_138_6_8,RENE D'ANJOU,1,True,False,False,False,False,rene d'anjou,D'ANJOU,RENE,,"RENE D´ANJOU
Vom liebentbrannten Herzen. Eingeleitet und erläutert von Franz Unterkircher. Graz ADEVA 1975. Unpag. mit 16 ganzs. Abb. OLn. in Schuber. Verlagsfrisch.","The accent in 'D´ANJOU' (acute accent used as apostrophe) was normalized to a standard apostrophe in display_name: ""RENE D'ANJOU"". Pages field is null because the entry states 'Unpag.' (unpaginated). Franz Unterkircher is listed as the introducer and annotator ('Eingeleitet und erläutert von'), treated as editor."
bibliophile_35_2_10,"SAHAGUN, Fray Bernardino de",1,True,False,False,False,False,"sahagun, fray bernardino de",SAHAGUN,Fray Bernardino de,,"SAHAGUN, Fray Bernardino de
Aus der Welt der Azteken. Die Chronik des … Übersetzungen von Leonhard Schultze Jena, Eduard Seler und Sabine Dedenbach-Salazar-Saenz. Ausgewählt und mit einem Nachwort versehen von Claus Litterscheid. Mit farb. Abb. a. XXIV Taf. und zahlr. Abb. i. Text. Frankfurt Insel 1989. 296 S. OLn. m. OU. Verlagsfrisch.","The subtitle reads 'Die Chronik des …' with an ellipsis, suggesting a name or phrase was left incomplete in the entry — likely 'Die Chronik des Fray Bernardino de Sahagún' or similar. missing_person flag set because the subtitle contains an unresolved ellipsis indicating an incomplete reference. The original language of the translated texts is not stated but is presumed to be Nahuatl or Spanish; left null as it cannot be determined with certainty from the entry alone."
bibliophile_35_2_10,"Litterscheid, Claus",1,False,True,False,False,False,"litterscheid, claus",Litterscheid,Claus,,"SAHAGUN, Fray Bernardino de
Aus der Welt der Azteken. Die Chronik des … Übersetzungen von Leonhard Schultze Jena, Eduard Seler und Sabine Dedenbach-Salazar-Saenz. Ausgewählt und mit einem Nachwort versehen von Claus Litterscheid. Mit farb. Abb. a. XXIV Taf. und zahlr. Abb. i. Text. Frankfurt Insel 1989. 296 S. OLn. m. OU. Verlagsfrisch.","The subtitle reads 'Die Chronik des …' with an ellipsis, suggesting a name or phrase was left incomplete in the entry — likely 'Die Chronik des Fray Bernardino de Sahagún' or similar. missing_person flag set because the subtitle contains an unresolved ellipsis indicating an incomplete reference. The original language of the translated texts is not stated but is presumed to be Nahuatl or Spanish; left null as it cannot be determined with certainty from the entry alone."
bibliophile_39_2_10,"SCHRIJVER, Emile",1,False,True,False,False,False,"schrijver, emile",SCHRIJVER,Emile,,"SCHRIJVER, Emile/WIESEMANN, Falk (Hrsg.)
Die Von Geldern Haggadah und Heinrich Heines 'Der Rabbi von Bacherach' herausgegeben von…Mit Beiträgen von Gert Kaiser, Emile G.L.Schrijver, Edward von Voolen, Falk Wiesemann und Bernd Witte. Wien Brandstätter 1997. 80 S. und 52 farbige Taf. OLn.m. OU. Gr.-4°. Verlagsfrisch € öä:-.","The entry contains 'herausgegeben von…' followed by an ellipsis with no name, indicating a missing person in the editorial attribution. The editors are identified in the header line (SCHRIJVER, Emile / WIESEMANN, Falk), so the record is otherwise complete. The price field '€ öä:-' appears to be a placeholder or encoding artifact and has been disregarded. Format size 'Gr.-4°' (Groß-Quart) has been noted but not mapped to a schema field."
bibliophile_39_2_10,"WIESEMANN, Falk",2,False,True,False,False,False,"wiesemann, falk",WIESEMANN,Falk,,"SCHRIJVER, Emile/WIESEMANN, Falk (Hrsg.)
Die Von Geldern Haggadah und Heinrich Heines 'Der Rabbi von Bacherach' herausgegeben von…Mit Beiträgen von Gert Kaiser, Emile G.L.Schrijver, Edward von Voolen, Falk Wiesemann und Bernd Witte. Wien Brandstätter 1997. 80 S. und 52 farbige Taf. OLn.m. OU. Gr.-4°. Verlagsfrisch € öä:-.","The entry contains 'herausgegeben von…' followed by an ellipsis with no name, indicating a missing person in the editorial attribution. The editors are identified in the header line (SCHRIJVER, Emile / WIESEMANN, Falk), so the record is otherwise complete. The price field '€ öä:-' appears to be a placeholder or encoding artifact and has been disregarded. Format size 'Gr.-4°' (Groß-Quart) has been noted but not mapped to a schema field."
bibliophile_39_2_10,"Wiesemann, Falk",4,False,False,True,False,False,"wiesemann, falk",Wiesemann,Falk,,"SCHRIJVER, Emile/WIESEMANN, Falk (Hrsg.)
Die Von Geldern Haggadah und Heinrich Heines 'Der Rabbi von Bacherach' herausgegeben von…Mit Beiträgen von Gert Kaiser, Emile G.L.Schrijver, Edward von Voolen, Falk Wiesemann und Bernd Witte. Wien Brandstätter 1997. 80 S. und 52 farbige Taf. OLn.m. OU. Gr.-4°. Verlagsfrisch € öä:-.","The entry contains 'herausgegeben von…' followed by an ellipsis with no name, indicating a missing person in the editorial attribution. The editors are identified in the header line (SCHRIJVER, Emile / WIESEMANN, Falk), so the record is otherwise complete. The price field '€ öä:-' appears to be a placeholder or encoding artifact and has been disregarded. Format size 'Gr.-4°' (Groß-Quart) has been noted but not mapped to a schema field."
bibliophile_39_2_10,"Kaiser, Gert",1,False,False,True,False,False,"kaiser, gert",Kaiser,Gert,,"SCHRIJVER, Emile/WIESEMANN, Falk (Hrsg.)
Die Von Geldern Haggadah und Heinrich Heines 'Der Rabbi von Bacherach' herausgegeben von…Mit Beiträgen von Gert Kaiser, Emile G.L.Schrijver, Edward von Voolen, Falk Wiesemann und Bernd Witte. Wien Brandstätter 1997. 80 S. und 52 farbige Taf. OLn.m. OU. Gr.-4°. Verlagsfrisch € öä:-.","The entry contains 'herausgegeben von…' followed by an ellipsis with no name, indicating a missing person in the editorial attribution. The editors are identified in the header line (SCHRIJVER, Emile / WIESEMANN, Falk), so the record is otherwise complete. The price field '€ öä:-' appears to be a placeholder or encoding artifact and has been disregarded. Format size 'Gr.-4°' (Groß-Quart) has been noted but not mapped to a schema field."
bibliophile_39_2_10,"Schrijver, Emile G.L.",2,False,False,True,False,False,"schrijver, emile g.l.",Schrijver,Emile G.L.,,"SCHRIJVER, Emile/WIESEMANN, Falk (Hrsg.)
Die Von Geldern Haggadah und Heinrich Heines 'Der Rabbi von Bacherach' herausgegeben von…Mit Beiträgen von Gert Kaiser, Emile G.L.Schrijver, Edward von Voolen, Falk Wiesemann und Bernd Witte. Wien Brandstätter 1997. 80 S. und 52 farbige Taf. OLn.m. OU. Gr.-4°. Verlagsfrisch € öä:-.","The entry contains 'herausgegeben von…' followed by an ellipsis with no name, indicating a missing person in the editorial attribution. The editors are identified in the header line (SCHRIJVER, Emile / WIESEMANN, Falk), so the record is otherwise complete. The price field '€ öä:-' appears to be a placeholder or encoding artifact and has been disregarded. Format size 'Gr.-4°' (Groß-Quart) has been noted but not mapped to a schema field."
bibliophile_39_2_10,"Voolen, Edward von",3,False,False,True,False,False,"voolen, edward von",Voolen,Edward von,,"SCHRIJVER, Emile/WIESEMANN, Falk (Hrsg.)
Die Von Geldern Haggadah und Heinrich Heines 'Der Rabbi von Bacherach' herausgegeben von…Mit Beiträgen von Gert Kaiser, Emile G.L.Schrijver, Edward von Voolen, Falk Wiesemann und Bernd Witte. Wien Brandstätter 1997. 80 S. und 52 farbige Taf. OLn.m. OU. Gr.-4°. Verlagsfrisch € öä:-.","The entry contains 'herausgegeben von…' followed by an ellipsis with no name, indicating a missing person in the editorial attribution. The editors are identified in the header line (SCHRIJVER, Emile / WIESEMANN, Falk), so the record is otherwise complete. The price field '€ öä:-' appears to be a placeholder or encoding artifact and has been disregarded. Format size 'Gr.-4°' (Groß-Quart) has been noted but not mapped to a schema field."
bibliophile_43_2_10,"STARK, Johann",1,True,False,False,False,False,"stark, johann",STARK,Johann,,"STARK, Johann
Album von Marienbad. Gedruckt bei Fr. Schier in Prag. 31 Lithographien mit Seidenpapier, zum großen Teil sehr gut erhalten. Originalleinenband mit Goldprägung.",
bibliophile_45_2_10,"Bode, Joachim",1,False,False,False,True,False,"bode, joachim",Bode,Joachim,,"STERNE, Laurence
Yoricks empfindsame Reise durch Frankreich und Italien. Aus dem Englischen von Joachim Bode. Basel Birkhäuser Verlag. 1954. Mit den Kupfern von H. F. Füger und C. G. Geyser. 277 S. 4.Basler Druck. Satz und Einband von Jan Tschichold. Nr.51 von 850 Ex. OPbd. m. OU. Verlagsfrisch. PD.",
reisen_205_9_13,"LERY, Jean de",1,True,False,False,False,False,"lery, jean de",LERY,Jean de,,"LERY, Jean de
Unter Menschenfressern am Amazonas. Brasilianisches Tagebuch 1556-1558. Mit achtund-dreissig Abbildungen. Tübingen Erdmann 1977 392 S. OLn.m.OU.","missing_person: The entry is a translation (the original is a 16th-century French account by Jean de Léry about Brazil), but no translator is named. api_concerned: The original language is almost certainly French, but this cannot be confirmed from the entry alone. Additionally, the original work by Léry was about Brazil/the Tupinambá people, not specifically the Amazon; the subtitle 'Brasilianisches Tagebuch 1556-1558' aligns with the known work, but the main title differs from other known German editions — no correction applied."
reisen_212_9_13,"MACKENZIE, Alexander",1,True,False,False,False,False,"mackenzie, alexander",MACKENZIE,Alexander,,"MACKENZIE, Alexander
Mit Gewehr und Kanu. In 80 Tagen zum Pazifik 1793. Herausgegeben von Susanne Mayer unter Mitwirkung von Ulrich Schlemmer. Mit 35 Abbildungen und Karten. Stuttgart Edition Erdmann 1990. 297 S. OLn.m.OU.",
reisen_212_9_13,"Mayer, Susanne",1,False,True,False,False,False,"mayer, susanne",Mayer,Susanne,,"MACKENZIE, Alexander
Mit Gewehr und Kanu. In 80 Tagen zum Pazifik 1793. Herausgegeben von Susanne Mayer unter Mitwirkung von Ulrich Schlemmer. Mit 35 Abbildungen und Karten. Stuttgart Edition Erdmann 1990. 297 S. OLn.m.OU.",
reisen_218_9_13,"MARY, Geo T.",1,True,False,False,False,False,"mary, geo t.",MARY,Geo T.,,"MARY, Geo T.
Im schwarzen Erdteil. Die faszinierende Geschichte der Erforschung Afrikas. Mit zahlr. Abb . Tübingen Erdmann 1978. 523 S. OLn.m.OU.","The author name 'MARY, Geo T.' is unusual and cannot be verified against known works on the exploration of Africa. It is possible this is a pseudonym, a transcription error, or a lesser-known author. Flagged for human verification."
judentum_155_7_9,"SEGEV, Tom",1,True,False,False,False,False,"segev, tom",SEGEV,Tom,,"SEGEV, Tom
Es war einmal ein Palästina. Juden und Araber vor der Staatsgründung Israels. A.d.Amerikan. München Siedler 2005. 669 S. Mit Abb. OBrosch.m","The format notation ends with 'OBrosch.m' which appears truncated — likely 'OBrosch.m.OU' (mit Originalumschlag) or similar; expanded accordingly but flagged for verification. Additionally, the original work is known in English as 'One Palestine, Complete' (published 1999), not described as 'American' — the 'A.d.Amerikan.' notation is unusual since Segev is Israeli and the book was originally written in Hebrew, then translated to English. The German translation may have been made from the English edition, hence 'Amerikan.' Human verification recommended."
judentum_157_7_9,"SEROTTA, Edward",1,True,False,False,False,False,"serotta, edward",SEROTTA,Edward,,"SEROTTA, Edward
Jüdisches Leben Im Osten Europas nach dem Holocaust. Mit einem Nachwort von Günter Kunert. Berlin Nicolai 1992. 165 S. Mit vielen Fotos. OPbd.m.OU. 2 Ex.",
judentum_159_7_9,"Pascheles, Wolf",1,False,True,False,False,False,"pascheles, wolf",Pascheles,Wolf,,"SIPPURIM
Eine Sammlung jüdischer Volkssagen, Erzählungen, Mythen, Chroniken, Denkwürdigkeiten und Biographien berühmter Juden. Herausgegeben von Wolf Pascheles. 5 Sammlungen in 2 Bänden. Hildesheim Olms 1976.
1. – 3. Sammlung. 224, 252, 254 SS.
4. – 5. Sammlung. IV, 362, 382 SS.
Volkskundliche Quellen Neudrucke europäischer Texte und Untersuchungen. IV Sage. Herausgegeben von Will-Erich Peuckert. Nachdruck der Ausgabe Prag 1856 – 70. OLn. Verlagsfrische Exemplare. 1-2","Each volume contains multiple Sammlungen with separate page counts (224, 252, 254 SS. for vol. 1; IV, 362, 382 SS. for vol. 2). These cannot be summed into a single pages integer per volume without losing information, so page counts are recorded in the notes field of each volume entry. The series editor Will-Erich Peuckert is listed as editor of the series, not the work itself; he is recorded as a contributor. The copy count '1-2' is interpreted as 2 copies."
judentum_163_7_9,"STENGEL, Theo",1,True,False,False,False,False,"stengel, theo",STENGEL,Theo,,"STENGEL, Theo/ GERIGK, Herbert
Lexikon der Juden in der Musik. Mit einem Titelverzeichnis jüdischer Werke. Zusammengestellt im Auftrag der Reichsleitung der NSDAP. auf Grund behördlicher, parteiamtlich geprüfter Unterlagen. Berlin Hahnefeld Verlag 1941. 404 S. OLn. Rücken aufgeplatzt.",
judentum_163_7_9,"GERIGK, Herbert",2,True,False,False,False,False,"gerigk, herbert",GERIGK,Herbert,,"STENGEL, Theo/ GERIGK, Herbert
Lexikon der Juden in der Musik. Mit einem Titelverzeichnis jüdischer Werke. Zusammengestellt im Auftrag der Reichsleitung der NSDAP. auf Grund behördlicher, parteiamtlich geprüfter Unterlagen. Berlin Hahnefeld Verlag 1941. 404 S. OLn. Rücken aufgeplatzt.",
judentum_168_7_9,"Riedl, Joachim",1,False,True,False,False,False,"riedl, joachim",Riedl,Joachim,,"VERSUNKENE WELT
Herausgegeben von Joachim Riedl. Wien Jewish Welcome Service 1984. 242 S. Katalog gleichnamiger Ausstellung. Mit zahlr. Fotos. OPbd. Gr.-4°.",
judentum_169_7_9,"Wächter, Ludwig",1,False,True,False,False,False,"wächter, ludwig",Wächter,Ludwig,,"VERZAUBERTE PFERD
Erzählungen aus der Welt des Chassidismus. Hrsg v. Ludwig Wächter. Mit Illustrationen von Bernd Günther. Leipzig Köhler & Amelang 1988. 158 S. OPbd.m.OU.",The title 'VERZAUBERTE PFERD' appears to be incomplete — likely 'DAS VERZAUBERTE PFERD'. The definite article 'Das' seems to have been omitted from the entry. Cannot confirm without human review.
judentum_169_7_9,"Günther, Bernd",1,False,False,True,False,False,"günther, bernd",Günther,Bernd,,"VERZAUBERTE PFERD
Erzählungen aus der Welt des Chassidismus. Hrsg v. Ludwig Wächter. Mit Illustrationen von Bernd Günther. Leipzig Köhler & Amelang 1988. 158 S. OPbd.m.OU.",The title 'VERZAUBERTE PFERD' appears to be incomplete — likely 'DAS VERZAUBERTE PFERD'. The definite article 'Das' seems to have been omitted from the entry. Cannot confirm without human review.
illustrierte_178_8_14,JANOSCH,1,True,False,False,False,False,janosch,Günther,Bernd,JANOSCH,"JANOSCH
Das Geheimnis des Herrn Josef. Geheimnisgeschichten. Bilder von Janosch. Weinheim Beltz Verlag. 1990. 57 S. TB.",
kinder_37_2_4,JANOSCH,1,True,False,False,False,False,janosch,Günther,Bernd,JANOSCH,"JANOSCH
Rat einmal, wer suchen muß. Wien Domino Verlag 1966. Unpag.",
illustrierte_195_8_14,"KEYSERLING, E.von",1,True,False,False,False,False,"keyserling, e.von",KEYSERLING,E.von,JANOSCH,"KEYSERLING, E.von
Harmonie. Illustriert von Karl Walser. Berlin S.Fischer o.J. 90 S. Bunter OPbd. mit Lesebändchen. Fischers Illustrierte Bücher.",
reisen_276_12_13,"Ritz Müller, Ute",3,False,False,True,False,False,"ritz müller, ute",Ritz Müller,Ute,JANOSCH,"SOUL OF AFRICA
Magie eines Kontinents. Fotografie von Henning Christoph. Texte von Klaus E. Müller und Ute Ritz Müller. Köln Könemann 1999. 503 S. OLn.m.OU. Sehr gut erhalten.",
reisen_283_12_13,STANLEY,1,True,False,False,False,False,stanley,Ritz Müller,Ute,STANLEY,"STANLEY´S
Sämtliche Reisen in Afrika und Emin Paschas Wissmann Dr. Peters Erlebnisse im dunklen Erdteil. Nach eigenen Berichten der Forscher für weitere Kreise bearbeitet von Otto Mumbaur. Mit Illustrationen, welche zum Teil den Original-Werken entnommen sind. In zwei Bänden. Mit zahlreichen Abb. Berlin NO. Weichert. O.J. 800 S. Bunte OLn.Bände. Sehr gut erhalten.","api_concerned: The entry lists multiple explorers (Stanley, Emin Pascha, Wissmann, Dr. Peters) as subjects, but the authorship is ambiguous — it is unclear whether Stanley is the primary author or merely the first-named subject. The work appears to be a compiled/edited volume by Otto Mumbaur drawing on reports by multiple explorers. Stanley's full name (Henry Morton Stanley) is not given. problematic_multi_volume: The entry states 'In zwei Bänden' and gives a total of 800 S., but no individual volume page counts or titles are provided, so the volumes array cannot be populated with detail."
suchliste_48_2_3,STANLEY,1,True,False,False,False,False,stanley,Ritz Müller,Ute,STANLEY,"STANLEY
Durch den dunklen Welttheil. Brockhaus 1878. OLn. fehlt Band 1","The author 'STANLEY' likely refers to Henry Morton Stanley, known for his African exploration works. His work 'Through the Dark Continent' (1878) was published in two volumes; the German translation 'Durch den dunklen Welttheil' was published by Brockhaus. The entry notes that Band 1 is missing, indicating this is a multi-volume work, but no volume details can be cleanly parsed. The first name is absent — api_concerned flagged as the full name cannot be confirmed from the entry alone. problematic_multi_volume set because only the absence of Band 1 is noted, with no further volume structure provided."
reisen_283_12_13,"Mumbaur, Otto",1,False,False,True,False,False,"mumbaur, otto",Mumbaur,Otto,STANLEY,"STANLEY´S
Sämtliche Reisen in Afrika und Emin Paschas Wissmann Dr. Peters Erlebnisse im dunklen Erdteil. Nach eigenen Berichten der Forscher für weitere Kreise bearbeitet von Otto Mumbaur. Mit Illustrationen, welche zum Teil den Original-Werken entnommen sind. In zwei Bänden. Mit zahlreichen Abb. Berlin NO. Weichert. O.J. 800 S. Bunte OLn.Bände. Sehr gut erhalten.","api_concerned: The entry lists multiple explorers (Stanley, Emin Pascha, Wissmann, Dr. Peters) as subjects, but the authorship is ambiguous — it is unclear whether Stanley is the primary author or merely the first-named subject. The work appears to be a compiled/edited volume by Otto Mumbaur drawing on reports by multiple explorers. Stanley's full name (Henry Morton Stanley) is not given. problematic_multi_volume: The entry states 'In zwei Bänden' and gives a total of 800 S., but no individual volume page counts or titles are provided, so the volumes array cannot be populated with detail."
